#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord      ---- domain strat stats ----- 
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc   q-value local FDR  FDR|lFDR description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- --------- --------- --------- ---------------------
DUF2207              PF09972.9    492 PF3D7_0601200        -            234     1e-07   17.1   3.2   1   1   1.5e-07   1.5e-07   16.5   3.2   303   433    76   207    19   225 0.46   4.5e-05   0.00022   9.6e-06 Predicted membrane protein (DUF2207)
Pro_isomerase        PF00160.21   158 PF3D7_0322000        -            171   5.7e-54  168.8   0.1   1   1   6.3e-54   6.3e-54  168.7   0.1     4   157    11   169     8   170 0.86   1.7e-50   1.5e-47   1.9e-49 Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
DNA_pol3_delta2      PF13177.6    163 PF3D7_0320400        -           3085   8.1e-05    8.6   5.0   1   1   5.8e-05   5.8e-05    9.1   0.5    70   132  1189  1252  1106  1256 0.78      0.16         1         1 DNA polymerase III, delta subunit
Pkinase              PF00069.25   264 PF3D7_0317200        -           1553   4.4e-43  133.6   1.6   1   2     3e-10     3e-10   26.0   0.0     1    71   881   956   881   969 0.86   1.7e-08   2.2e-06   2.6e-08 Protein kinase domain
Pkinase              PF00069.25   264 PF3D7_0317200        -           1553   4.4e-43  133.6   1.6   2   2   7.1e-38   7.1e-38  116.5   0.4    75   264  1306  1530  1288  1530 0.79     8e-36   1.6e-30   5.9e-33 Protein kinase domain
DUF1823              PF08853.11   113 PF3D7_0310100        -            562   6.1e-05    9.5   2.4   1   1     8e-05     8e-05    9.1   0.4    63    90    41    68    19    76 0.86      0.22      0.22    0.0073 Domain of unknown function (DUF1823)
Pkinase              PF00069.25   264 PF3D7_0310100        -            562   1.3e-78  250.0   0.1   1   1   2.7e-78   2.7e-78  249.0   0.1     4   264   121   373   119   373 0.93   1.5e-75   8.9e-74   7.9e-77 Protein kinase domain
EF-hand_7            PF13499.6     71 PF3D7_0310100        -            562   1.2e-26   79.3   6.3   1   2   3.3e-13   3.3e-13   36.2   0.2     2    69   421   481   420   483 0.92   7.2e-11   5.4e-09   4.6e-11 EF-hand domain pair
EF-hand_7            PF13499.6     71 PF3D7_0310100        -            562   1.2e-26   79.3   6.3   2   2   4.5e-16   4.5e-16   45.4   0.6     3    71   492   559   490   559 0.79   2.2e-13   8.3e-12   1.5e-13 EF-hand domain pair
Aha1_N               PF09229.11   137 PF3D7_0306200        -            349   1.4e-45  141.1  17.5   1   2     5e-28     5e-28   84.2   4.0     1   135    15   147    15   149 0.92   1.4e-24   5.4e-20   3.9e-22 Activator of Hsp90 ATPase, N-terminal
Aha1_N               PF09229.11   137 PF3D7_0306200        -            349   1.4e-45  141.1  17.5   2   2   9.9e-24   9.9e-24   70.3   5.6     1   134   211   347   211   349 0.88   1.8e-20     0.092    0.0029 Activator of Hsp90 ATPase, N-terminal
Morc6_S5             PF17942.1    139 PF3D7_0304500        -            171   3.1e-06   13.5   0.4   1   1   7.1e-06   7.1e-06   12.3   0.2    78   136    20    82    11    84 0.78     0.039         1         1 Morc6 ribosomal protein S5 domain 2-like
Glutaredoxin         PF00462.24    60 PF3D7_0304500        -            171     1e-19   56.9   0.0   1   1   1.8e-19   1.8e-19   56.1   0.0     1    60    86   151    86   151 0.98   3.3e-16   2.8e-15   2.7e-17 Glutaredoxin
CLAG                 PF03805.13  1286 PF3D7_0302200        -           1416         0 2116.1 118.0   1   1         0         0 2115.8 118.0     1  1286    56  1346    56  1346 0.99         0         1         1 Cytoadherence-linked asexual protein
Furin-like           PF00757.20   149 PF3D7_0301600        -            732   3.7e-05    9.8   0.1   1   1     9e-05     9e-05    8.6   0.1    63    86    21    61    17    97 0.72      0.49         1         1 Furin-like cysteine rich region
Pentapeptide_4       PF13599.6     77 PF3D7_0301600        -            732   2.1e-06   14.2   0.2   1   1   1.9e-05   1.9e-05   11.1   0.0    17    68   551   602   548   611 0.88     0.013     0.044    0.0013 Pentapeptide repeats (9 copies)
THOC7                PF05615.13   132 PF3D7_0301600        -            732   6.5e-06   12.7   3.9   1   1   8.8e-06   8.8e-06   12.3   0.2     9    56   626   676   620   684 0.87     0.048         1         1 Tho complex subunit 7
RIFIN                PF02009.16   321 PF3D7_0300200        -            326  9.9e-123  396.1  21.2   1   1  2.7e-121  2.7e-121  391.4  21.2     2   321    32   326    31   326 0.93  1.9e-119  8.8e-118  1.9e-119 Rifin
EF-hand_7            PF13499.6     71 PF3D7_0107000        -            168   2.2e-33  100.9  11.3   1   2   2.2e-19   2.2e-19   56.0   0.7     3    70    28    89    26    90 0.96     4e-16   3.2e-14   2.4e-16 EF-hand domain pair
Staphylokinase       PF02821.16   126 PF3D7_0107000        -            168   2.5e-06   14.2   1.7   1   1   4.4e-05   4.4e-05   10.2   1.1    39    94    79   127    61   150 0.75      0.24         1         1 Staphylokinase/Streptokinase family
EF-hand_8            PF13833.6     55 PF3D7_0107000        -            168   3.4e-27   80.4  14.6   4   4   1.6e-17   1.6e-17   49.5   1.3     1    54   113   164   113   165 0.95   8.7e-14     3e-05   3.5e-07 EF-hand domain pair
Cation_ATPase_N      PF00690.26    69 PF3D7_0106300        -           1228   2.4e-22   64.8   0.1   1   1   6.7e-22   6.7e-22   63.3   0.1     2    69     9    76     8    76 0.98   3.6e-18   5.9e-16   5.2e-18 Cation transporter/ATPase, N-terminus
E1-E2_ATPase         PF00122.20   181 PF3D7_0106300        -           1228   1.3e-54  170.6   2.4   1   1   7.1e-54   7.1e-54  168.2   0.1     1   181   127   336   127   336 0.96   3.9e-50   2.4e-43   1.2e-45 E1-E2 ATPase
Cation_ATPase        PF13246.6     91 PF3D7_0106300        -           1228   1.4e-23   69.1   3.5   1   1   3.2e-21   3.2e-21   61.6   3.5     3    90   518   728   516   729 0.73   1.7e-17   1.8e-12   1.7e-14 Cation transport ATPase (P-type)
Hydrolase            PF00702.26   210 PF3D7_0106300        -           1228     1e-20   61.1   0.1   1   1   5.2e-17   5.2e-17   48.9   0.0    67   210   698   926   600   926 0.69   9.4e-14   0.00012   3.3e-06 haloacid dehalogenase-like hydrolase
PAP_central          PF04928.17   248 PF3D7_0106300        -           1228   6.3e-06   11.4   1.1   1   1     1e-05     1e-05   10.7   1.1    60   128   907   973   448   976 0.85     0.027         1         1 Poly(A) polymerase central domain
Cation_ATPase_C      PF00689.21   182 PF3D7_0106300        -           1228   5.2e-55  172.1   4.1   1   1   5.2e-55   5.2e-55  172.1   4.1     3   181   998  1210   996  1211 0.89   2.8e-51   5.3e-36   2.9e-38 Cation transporting ATPase, C-terminus
RIFIN                PF02009.16   321 PF3D7_0101600        -            369  6.8e-136  439.4  11.3   1   1  7.7e-136  7.7e-136  439.2  11.3     1   321    31   369    31   369 0.93  1.8e-133  2.3e-132  3.2e-134 Rifin
DUF2207              PF09972.9    492 PF3D7_0101300        -            235   6.5e-09   21.1   2.0   1   1   8.9e-09   8.9e-09   20.6   2.0   288   435    61   210    22   226 0.52     9e-06   1.2e-05   1.6e-07 Predicted membrane protein (DUF2207)
RIFIN                PF02009.16   321 PF3D7_0100200        -            331  1.5e-124  402.1  19.7   1   1  4.8e-123  4.8e-123  397.2  19.7     1   321    35   331    35   331 0.94  3.7e-121  1.1e-119  1.4e-121 Rifin
AP2                  PF00847.20    54 PF3D7_1143100        -           1604   1.3e-12   34.1   7.3   1   1   2.9e-12   2.9e-12   33.0   7.3     1    51  1365  1413  1365  1416 0.91   5.8e-10   1.4e-08   1.6e-10 AP2 domain
Coprogen_oxidas      PF01218.18   296 PF3D7_1142400        -            470   5.4e-85  270.7  14.8   1   2   3.4e-77   3.4e-77  245.1  10.8     3   254    16   386    15   392 0.91   1.8e-73   3.2e-06   4.7e-08 Coproporphyrinogen III oxidase
Coprogen_oxidas      PF01218.18   296 PF3D7_1142400        -            470   5.4e-85  270.7  14.8   2   2   5.9e-10   5.9e-10   24.4   0.2   242   296   413   468   386   468 0.82   1.6e-06     0.082    0.0026 Coproporphyrinogen III oxidase
Pkinase              PF00069.25   264 PF3D7_1136500.1      -            323   1.4e-31   95.9   0.0   1   1   1.7e-31   1.7e-31   95.6   0.0     1   221     9   230     9   276 0.82   1.8e-29   4.5e-28   2.4e-30 Protein kinase domain
Pkinase              PF00069.25   264 PF3D7_1136500.2      -            324   1.4e-31   95.9   0.0   1   1   1.8e-31   1.8e-31   95.6   0.0     1   221     9   230     9   276 0.82   1.8e-29   8.1e-26   6.4e-28 Protein kinase domain
DREPP                PF05558.12   206 PF3D7_1129100        -            452   3.1e-05   10.1   7.4   1   1   7.6e-05   7.6e-05    8.8   7.4   119   178   282   348   277   370 0.49      0.41         1         1 DREPP plasma membrane polypeptide
ATG7_N               PF16420.5    300 PF3D7_1126100        -           1316   3.2e-22   65.6  11.3   1   2   4.2e-15   4.2e-15   42.2   7.9     2   145    16   246    15   261 0.77   2.3e-11   2.2e-05   2.6e-07 Ubiquitin-like modifier-activating enzyme ATG7 N-terminus
ATG7_N               PF16420.5    300 PF3D7_1126100        -           1316   3.2e-22   65.6  11.3   2   2     4e-09     4e-09   22.6   0.1   197   259   397   473   330   493 0.76   1.1e-05         1         1 Ubiquitin-like modifier-activating enzyme ATG7 N-terminus
ThiF                 PF00899.21   244 PF3D7_1126100        -           1316   2.6e-36  111.3   0.0   1   1   8.2e-36   8.2e-36  109.7   0.0    11   209   876  1207   863  1269 0.87   8.9e-33   2.6e-27   1.6e-29 ThiF family
Zip                  PF02535.22   333 PF3D7_1124700        -            301   1.5e-05   10.4   5.3   1   1   1.5e-05   1.5e-05   10.4   5.3    93   172    39   139    31   270 0.71    0.0082     0.071    0.0022 ZIP Zinc transporter
GrpE                 PF01025.19   166 PF3D7_1124700        -            301   6.8e-45  138.9  30.4   1   1   3.4e-43   3.4e-43  133.4  30.4     9   166   138   300    53   300 0.88   1.8e-39         1         1 GrpE
EF-hand_1            PF00036.32    29 PF3D7_1123100        -           2265   3.5e-07   16.0   0.3   1   2   8.5e-05   8.5e-05    8.5   0.8     4    23    67    86    66    90 0.86     0.077         1         1 EF hand
EF-hand_6            PF13405.6     31 PF3D7_1123100        -           2265   1.5e-11   30.0   3.7   1   1   4.7e-08   4.7e-08   19.1   0.0     2    27   101   126   100   134 0.92   7.9e-05   0.00013   3.7e-06 EF-hand domain
PH                   PF00169.29   105 PF3D7_1123100        -           2265   6.2e-18   51.6   0.3   1   1   6.2e-18   6.2e-18   51.6   0.3     3   103  1716  1811  1714  1813 0.94   3.4e-14   7.1e-12   1.1e-13 PH domain
Pkinase              PF00069.25   264 PF3D7_1123100        -           2265   8.7e-80  253.9   0.5   1   1   8.7e-80   8.7e-80  253.9   0.5     1   264  1821  2077  1821  2077 0.94   7.3e-77   2.6e-76   1.4e-78 Protein kinase domain
EF-hand_7            PF13499.6     71 PF3D7_1122800        -           1617   8.6e-22   63.8  14.2   1   3   5.6e-10   5.6e-10   25.9   0.2     5    70  1071  1136  1067  1137 0.89   8.2e-08   2.9e-06   4.7e-08 EF-hand domain pair
Pkinase              PF00069.25   264 PF3D7_1122800        -           1617   4.8e-69  218.7   2.7   1   1   2.9e-68   2.9e-68  216.2   2.7     3   264  1180  1430  1178  1430 0.91   7.2e-66   3.8e-64   1.9e-66 Protein kinase domain
EF-hand_7            PF13499.6     71 PF3D7_1122800        -           1617   8.6e-22   63.8  14.2   2   3   1.1e-09   1.1e-09   24.9   0.0     4    69  1478  1535  1475  1537 0.90   1.6e-07   0.00032   1.2e-05 EF-hand domain pair
EF-hand_1            PF00036.32    29 PF3D7_1122800        -           1617   5.3e-19   53.0   9.4   3   3     3e-08     3e-08   19.3   0.2     2    26  1547  1571  1546  1574 0.91   8.2e-05   9.8e-05     3e-06 EF hand
His_Phos_1           PF00300.22   194 PF3D7_1120100        -            250   7.2e-41  126.1   0.0   1   2   2.5e-35   2.5e-35  108.1   0.0     1   115     6   125     6   132 0.95   1.4e-31   2.3e-12   2.1e-14 Histidine phosphatase superfamily (branch 1)
His_Phos_1           PF00300.22   194 PF3D7_1120100        -            250   7.2e-41  126.1   0.0   2   2   2.6e-07   2.6e-07   16.7   0.0   103   180   139   217   126   229 0.74   0.00035     0.028   0.00085 Histidine phosphatase superfamily (branch 1)
DUF3981              PF13139.6    115 PF3D7_1115700        -            484   7.9e-06   12.5   0.1   1   1   1.5e-05   1.5e-05   11.6   0.1    10    49    16    54     8    72 0.67     0.041         1         1 Domain of unknown function (DUF3981)
Inhibitor_I29        PF08246.12    58 PF3D7_1115700        -            484   4.9e-15   42.1  12.0   1   1   4.9e-15   4.9e-15   42.1  12.0     1    58   165   222   165   222 0.95   8.7e-12   1.7e-11   2.2e-13 Cathepsin propeptide inhibitor domain (I29)
Peptidase_C1         PF00112.23   218 PF3D7_1115700        -            484   1.7e-70  223.6   0.8   1   1   2.3e-70   2.3e-70  223.2   0.1     4   217   264   481   261   482 0.96   1.1e-66   1.1e-66   6.4e-69 Papain family cysteine protease
SET                  PF00856.28   169 PF3D7_1115200        -            793   1.8e-14   40.6   0.2   1   1   1.8e-14   1.8e-14   40.6   0.2     1   168   367   551   367   552 0.72   2.4e-11     3e-08   3.3e-10 SET domain
AP2                  PF00847.20    54 PF3D7_1107800        -           1828   4.3e-17   48.5   1.7   1   1   4.3e-17   4.3e-17   48.5   1.7     2    54  1488  1544  1487  1544 0.93   1.8e-14   4.9e-14   5.6e-16 AP2 domain
SNF2_N               PF00176.23   350 PF3D7_1104200        -           1426   2.7e-75  239.3   1.4   1   1   2.7e-75   2.7e-75  239.3   1.4    54   349   339   606   318   607 0.88   1.5e-71   1.2e-67   1.2e-71 SNF2 family N-terminal domain
Helicase_C           PF00271.31   111 PF3D7_1104200        -           1426   2.2e-24   72.2   2.2   1   1   3.4e-22   3.4e-22   65.2   0.0     2   111   627   740   626   740 0.90   5.6e-20   1.3e-17   1.2e-19 Helicase conserved C-terminal domain
Syntaxin_2           PF14523.6    101 PF3D7_1104100        -            347   3.7e-14   39.3   7.1   1   1   3.7e-14   3.7e-14   39.3   7.1     7    97    26   123    24   126 0.95     2e-10      0.43    0.0092 Syntaxin-like protein
Glyco_transf_28      PF03033.20   139 PF3D7_1104100        -            347   2.3e-05   10.7   1.6   1   1   3.5e-05   3.5e-05   10.1   0.2    26    93   217   286   214   295 0.87      0.19         1         1 Glycosyltransferase family 28 N-terminal domain
SNARE                PF05739.19    53 PF3D7_1104100        -            347   9.9e-08   18.2   2.3   1   1   9.9e-08   9.9e-08   18.2   2.3     1    53   289   341   289   343 0.96   7.7e-05   0.00013   3.7e-06 SNARE domain
Actin                PF00022.19   407 PF3D7_1103600        -            499   4.5e-60  189.4   0.0   1   1   1.3e-59   1.3e-59  187.9   0.0     3   406     4   498     2   499 0.80   1.4e-56   5.7e-56   2.1e-58 Actin
PRESAN               PF09687.10   125 PF3D7_1102500        -            624   1.2e-19   57.4  17.4   1   1   1.2e-19   1.2e-19   57.4  17.4     3   120   436   554   434   558 0.96   1.1e-17   1.1e-15   9.8e-18 Plasmodium RESA N-terminal
DUF2207              PF09972.9    492 PF3D7_1101700        -            231   2.6e-08   19.1   4.1   1   1   3.8e-08   3.8e-08   18.5   4.1   310   434    47   205    19   222 0.44   1.9e-05   7.6e-05   1.2e-06 Predicted membrane protein (DUF2207)
RIFIN                PF02009.16   321 PF3D7_1100400        -            323   6.3e-99  317.9  26.1   1   1   5.8e-97   5.8e-97  311.5  26.1     2   321    38   323    37   323 0.88   2.5e-95   1.2e-93   1.4e-95 Rifin
NTS                  PF15447.6     37 PF3D7_1100100        -           2182   7.5e-19   54.3   0.6   1   1   7.5e-19   7.5e-19   54.3   0.6     1    37    18    53    18    53 0.98   1.7e-16   1.7e-15   1.7e-17 N-terminal segments of PfEMP1
Duffy_binding        PF05424.11   182 PF3D7_1100100        -           2182    1e-101  324.7   5.5   1   2   2.1e-53   2.1e-53  167.2   3.7     1   162   116   285   116   320 0.85   3.2e-51   4.1e-50   3.3e-52 Duffy binding domain
PFEMP                PF03011.15   160 PF3D7_1100100        -           2182   6.3e-64  201.6  47.1   1   3   3.4e-42   3.4e-42  131.0  22.5     1   158   649   803   649   805 0.89   8.8e-40   5.8e-39   3.9e-41 PFEMP DBL domain
Duffy_binding        PF05424.11   182 PF3D7_1100100        -           2182    1e-101  324.7   5.5   2   2   1.7e-53   1.7e-53  167.5   0.0     2   180   943  1197   942  1203 0.88   2.6e-51   2.3e-50   1.7e-52 Duffy binding domain
PFEMP                PF03011.15   160 PF3D7_1100100        -           2182   6.3e-64  201.6  47.1   2   3   1.2e-05   1.2e-05   12.2   9.6    34    79  1309  1353  1303  1414 0.71   0.00045    0.0095    0.0003 PFEMP DBL domain
Fer2_3               PF13085.6    109 PF3D7_1100100        -           2182   1.9e-05   10.9   0.6   1   1   6.2e-05   6.2e-05    9.3   0.6    43    75  1404  1437  1363  1463 0.80      0.17         1         1 2Fe-2S iron-sulfur cluster binding domain
CIDR1_gamma          PF18562.1     53 PF3D7_1100100        -           2182   1.5e-15   43.4   0.3   1   1   1.5e-15   1.5e-15   43.4   0.3     2    53  1448  1499  1447  1499 0.96   2.7e-13     6e-12   5.2e-14 Cysteine-Rich Interdomain Region 1 gamma
PFEMP                PF03011.15   160 PF3D7_1100100        -           2182   6.3e-64  201.6  47.1   3   3   1.3e-28   1.3e-28   86.8  16.6     1   158  1515  1653  1515  1655 0.85   7.3e-27   2.1e-25   1.6e-27 PFEMP DBL domain
ATS                  PF15445.6    446 PF3D7_1100100        -           2182  6.8e-232  756.6  33.5   1   1  6.8e-232  6.8e-232  756.6  33.5     1   446  1753  2182  1753  2182 0.98  4.1e-229  1.6e-227  2.8e-229 acidic terminal segments, variant surface antigen of PfEMP1
DUF2624              PF11116.8     83 PF3D7_1368600        -             92     2e-05   11.7   0.9   1   1   5.7e-05   5.7e-05   10.3   0.1    48    80     7    39     2    42 0.86      0.31         1         1 Protein of unknown function (DUF2624)
zf-Tim10_DDP         PF02953.15    64 PF3D7_1368600        -             92   1.5e-19   55.8   4.4   1   1   2.3e-19   2.3e-19   55.1   4.4     6    63    24    81    21    82 0.95   6.3e-16   9.8e-13     1e-14 Tim10/DDP family zinc finger
PCNA_N               PF00705.18   127 PF3D7_1361900        -            274     2e-58  181.9   5.5   1   1     2e-58     2e-58  181.9   5.5     1   125     1   125     1   127 0.99   1.1e-54   7.1e-31   1.1e-33 Proliferating cell nuclear antigen, N-terminal domain
PCNA_C               PF02747.15   128 PF3D7_1361900        -            274   1.1e-29   89.4   0.3   1   1     2e-29     2e-29   88.6   0.3     2   118   128   246   127   265 0.93   1.1e-25   2.1e-19   1.2e-21 Proliferating cell nuclear antigen, C-terminal domain
Hemocyanin_C         PF03723.14   248 PF3D7_1361900        -            274   3.2e-05    9.4   0.0   1   1   5.8e-05   5.8e-05    8.6   0.0    60    88   238   269   201   273 0.88      0.32         1         1 Hemocyanin, ig-like domain
HMG_box_2            PF09011.10    73 PF3D7_1359200        -            252   5.6e-21   61.3   3.6   1   1   5.6e-21   5.6e-21   61.3   3.6     2    72     4    79     3    80 0.94     3e-17     0.053    0.0016 HMG-box domain
CBFD_NFYB_HMF        PF00808.23    65 PF3D7_1359200        -            252   8.7e-11   28.3   0.8   1   1   8.7e-11   8.7e-11   28.3   0.8     1    64    97   161    97   162 0.88   1.6e-07         1         1 Histone-like transcription factor (CBF/NF-Y) and archaeal histone
Rhomboid             PF01694.22   150 PF3D7_1358300        -            340     4e-25   74.8   8.7   1   1   6.5e-25   6.5e-25   74.1   8.7     3   148   171   337   169   339 0.91   5.9e-22   3.2e-19   1.6e-21 Rhomboid family
SF3b10               PF07189.11    78 PF3D7_1355800        -             86     1e-38  117.7   0.0   1   1   1.1e-38   1.1e-38  117.5   0.0     1    76     5    80     5    82 0.97     6e-35         1         1 Splicing factor 3B subunit 10 (SF3b10)
HHH_2                PF12826.7     64 PF3D7_1353200        -            137   2.5e-05   10.7   0.0   1   1   4.1e-05   4.1e-05   10.0   0.0     8    34    12    38    11    49 0.87      0.11         1         1 Helix-hairpin-helix motif
SARAF                PF06682.12   331 PF3D7_1353200        -            137     8e-06   11.7   0.0   1   1   9.3e-06   9.3e-06   11.5   0.0   151   200    66   122    17   136 0.60     0.051     0.089    0.0028 SOCE-associated regulatory factor of calcium homoeostasis
tRNA_anti-codon      PF01336.25    76 PF3D7_1350100        -            583   1.5e-14   40.1   0.0   1   1   2.9e-14   2.9e-14   39.2   0.0     2    72   134   210   133   214 0.95   7.9e-11   8.2e-10     6e-12 OB-fold nucleic acid binding domain
tRNA-synt_2          PF00152.20   314 PF3D7_1350100        -            583     1e-79  253.9   0.1   1   1   1.6e-79   1.6e-79  253.3   0.1     2   313   230   579   229   580 0.93   8.4e-76   8.4e-76   3.9e-78 tRNA synthetases class II (D, K and N)
s48_45               PF07422.13   108 PF3D7_1346800        -            439   9.4e-30   89.7  35.7   1   2   1.7e-15   1.7e-15   43.8   5.9     2   108    34   154    33   154 0.84     4e-13   7.2e-11   7.5e-13 Sexual stage antigen s48/45 domain
Mg296                PF09644.10   126 PF3D7_1346800        -            439     5e-06   12.9   1.7   1   1   1.2e-05   1.2e-05   11.7   1.7    23    84   179   239   165   265 0.85     0.065         1         1 Mg296 protein
s48_45               PF07422.13   108 PF3D7_1346800        -            439   9.4e-30   89.7  35.7   2   2   2.7e-19   2.7e-19   56.1   4.6     1   107   284   401   284   402 0.85   9.8e-17   1.8e-15   2.1e-17 Sexual stage antigen s48/45 domain
Iso_dh               PF00180.20   348 PF3D7_1345700        -            468     2e-77  246.7   0.0   1   1   2.3e-77   2.3e-77  246.5   0.0     2   345    35   426    34   429 0.92   1.3e-73         1         1 Isocitrate/isopropylmalate dehydrogenase
HSP70                PF00012.20   599 PF3D7_1344200        -            932   2.7e-57  180.3  23.9   1   3   2.6e-07   2.6e-07   15.2   0.0     2    77    27   103    26   132 0.86   0.00016   0.00067   2.4e-05 Hsp70 protein
HSP70                PF00012.20   599 PF3D7_1344200        -            932   2.7e-57  180.3  23.9   2   3   2.1e-55   2.1e-55  174.0  21.8    89   568   144   648   127   677 0.77   2.3e-52   8.6e-50   4.9e-52 Hsp70 protein
HSP70                PF00012.20   599 PF3D7_1344200        -            932   2.7e-57  180.3  23.9   3   3   2.3e-07   2.3e-07   15.4   6.9   505   597   662   759   642   761 0.83   0.00016   0.00067   2.4e-05 Hsp70 protein
PDZ_4                PF17816.1    110 PF3D7_1344200        -            932   2.1e-05   11.2   1.5   1   1   8.6e-05   8.6e-05    9.2   0.5    23    58   756   791   747   808 0.83      0.47         1         1 PDZ domain
ZnuA                 PF01297.17   256 PF3D7_1343400        -           1452   2.6e-06   13.1   0.7   1   1   6.4e-06   6.4e-06   11.8   0.7   105   209   337   445   141   455 0.86     0.035         1         1 Zinc-uptake complex component A periplasmic
SNF2_N               PF00176.23   350 PF3D7_1343400        -           1452   5.8e-72  228.3   0.1   1   1   1.2e-70   1.2e-70  224.0   0.1     1   349   470  1059   470  1060 0.90   2.2e-67     6e-62   1.3e-64 SNF2 family N-terminal domain
zf-C3HC4_3           PF13920.6     50 PF3D7_1343400        -           1452   3.1e-10   26.2  10.9   1   1   5.4e-10   5.4e-10   25.4  10.9     4    48  1171  1218  1168  1220 0.94   4.2e-07   2.1e-05   2.6e-07 Zinc finger, C3HC4 type (RING finger)
Helicase_C           PF00271.31   111 PF3D7_1343400        -           1452   4.9e-13   35.7   0.4   1   1   4.5e-12   4.5e-12   32.6   0.0     3   111  1250  1383  1248  1383 0.88   4.6e-10   2.6e-08   3.2e-10 Helicase conserved C-terminal domain
Histone              PF00125.24   131 PF3D7_1333700        -            170   1.4e-46  144.3   0.0   1   1   1.7e-46   1.7e-46  144.0   0.0     8   131    39   167    32   167 0.95   3.1e-43   4.2e-23   1.2e-25 Core histone H2A/H2B/H3/H4
DUF4446              PF14584.6    150 PF3D7_1323500        -            590     2e-06   14.0   0.3   1   1   6.1e-06   6.1e-06   12.5   0.3     3    78    12    85    10    91 0.86     0.013     0.013   0.00041 Protein of unknown function (DUF4446)
TAXi_N               PF14543.6    178 PF3D7_1323500        -            590   3.1e-25   75.6   2.4   1   1   3.1e-25   3.1e-25   75.6   2.4     1   178   100   271   100   271 0.90   1.7e-21   1.8e-06   2.2e-08 Xylanase inhibitor N-terminal
DUF913               PF06025.12   368 PF3D7_1323500        -            590   4.2e-05    8.7   0.0   1   1   6.8e-05   6.8e-05    8.0   0.0   224   299   242   319   235   454 0.66      0.37         1         1 Domain of Unknown Function (DUF913)
Asp                  PF00026.23   315 PF3D7_1323500        -            590   6.3e-29   87.4   2.4   2   2   7.6e-14   7.6e-14   37.9   0.5   167   312   328   513   323   516 0.91   3.8e-11         1         1 Eukaryotic aspartyl protease
Peptidase_C92        PF05708.12   167 PF3D7_1321500.2      -           1139   2.6e-05   10.5   0.2   1   1     7e-05     7e-05    9.2   0.2    93   143   671   719   659   740 0.71      0.13         1         1 Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family
PDEase_I             PF00233.19   238 PF3D7_1321500.2      -           1139   2.7e-74  236.0   7.5   1   1   2.7e-74   2.7e-74  236.0   7.5     1   227   846  1071   846  1079 0.96   7.3e-71   1.7e-61   7.4e-64 3'5'-cyclic nucleotide phosphodiesterase
AP2                  PF00847.20    54 PF3D7_1305200        -            328   3.6e-13   35.9   5.1   1   2   1.7e-06   1.7e-06   14.5   1.4     5    49   159   204   156   209 0.83   0.00023      0.15     0.005 AP2 domain
AP2                  PF00847.20    54 PF3D7_1305200        -            328   3.6e-13   35.9   5.1   2   2   9.8e-09   9.8e-09   21.7   0.1     1    51   256   306   256   308 0.95   1.5e-06   0.00016   5.3e-06 AP2 domain
ATS                  PF15445.6    446 PF3D7_1300800        -            286   1.7e-46  145.5  19.1   1   2   2.9e-32   2.9e-32   98.6   4.3    67   170     1    97     1   105 0.86   2.1e-30   8.7e-15   8.3e-17 acidic terminal segments, variant surface antigen of PfEMP1
Fijivirus_P9-2       PF06837.11   207 PF3D7_1300800        -            286   2.7e-06   13.1   0.9   1   1   5.9e-06   5.9e-06   12.0   0.9   111   157   105   149    84   179 0.79     0.017     0.017   0.00053 Fijivirus P9-2 protein
ATS                  PF15445.6    446 PF3D7_1300800        -            286   1.7e-46  145.5  19.1   2   2   2.2e-18   2.2e-18   52.9   6.9   239   364   132   270   126   284 0.74   1.6e-16   8.7e-15   8.3e-17 acidic terminal segments, variant surface antigen of PfEMP1
SPOUT_MTase_2        PF14419.6    173 PF3D7_0831300        -            821   7.8e-06   11.5   0.1   1   1   1.3e-05   1.3e-05   10.7   0.1    54   114   484   543   474   558 0.89     0.046     0.046    0.0014 AF2226-like SPOUT RNA Methylase fused to THUMP
FtsH_ext             PF06480.15   109 PF3D7_0831300        -            821   6.3e-06   12.8   0.1   1   1   2.1e-05   2.1e-05   11.2   0.1    21    47   645   671   628   687 0.91     0.038      0.15     0.005 FtsH Extracellular
DEAD                 PF00270.29   176 PF3D7_0827000        -           1289   6.9e-45  139.1   0.2   1   1   6.9e-45   6.9e-45  139.1   0.2     1   175   184   353   184   354 0.95   2.7e-42   2.8e-41   1.5e-43 DEAD/DEAH box helicase
Helicase_C           PF00271.31   111 PF3D7_0827000        -           1289   2.3e-24   72.2   0.5   1   1   2.3e-24   2.3e-24   72.2   0.5     2   110   389   500   388   501 0.86   4.5e-22   5.3e-20   3.5e-22 Helicase conserved C-terminal domain
PLDc_2               PF13091.6    133 PF3D7_0820200        -            661   2.4e-13   36.4  18.2   1   1     1e-12     1e-12   34.3   0.2     4   130    28   177    25   180 0.80   1.8e-09         1         1 PLD-like domain
